model	deposition_date	method	resolution	distance_mean	distance_median
6nhv	2018-12-24	ELECTRON MICROSCOPY	None	1.5199046398233298	1.5193806935433034
5zet	2018-02-28	ELECTRON MICROSCOPY	None	1.5175900473370947	1.518348369887888
5lzt	2016-10-02	ELECTRON MICROSCOPY	None	1.526523784147601	1.5269991781445986
6acf	2018-07-26	ELECTRON MICROSCOPY	None	1.5213725017476953	1.5217712709383062
6ds5	2018-06-13	ELECTRON MICROSCOPY	None	1.5199995608674584	1.5194396191895136
6f1y	2017-11-23	ELECTRON MICROSCOPY	None	1.5196886478751697	1.5193411250247433
6n7x	2018-11-28	ELECTRON MICROSCOPY	None	1.5287063728185755	1.5284395732751754
6hcj	2018-08-15	ELECTRON MICROSCOPY	None	1.5208950309080003	1.5208341120378797
5h0r	2016-10-06	ELECTRON MICROSCOPY	None	1.5207302331505759	1.5210889073078435
6r4p	2019-03-22	ELECTRON MICROSCOPY	None	1.5208577192060895	1.5207862516038173
6tys	2019-08-09	ELECTRON MICROSCOPY	None	1.5173168670928059	1.517041403669853
6n1v	2018-11-12	ELECTRON MICROSCOPY	None	1.5191979102100355	1.5192572965688158
6csh	2018-03-20	ELECTRON MICROSCOPY	None	1.5185171775780033	1.5186186105453772
6r6g	2019-03-27	ELECTRON MICROSCOPY	None	1.5236809997423475	1.5239452004379448
5g2x	2016-04-16	ELECTRON MICROSCOPY	None	nan	1.5233527888227263
6nt9	2019-01-28	ELECTRON MICROSCOPY	None	1.5206125227204896	1.5205360748554084
5wpv	2017-08-07	ELECTRON MICROSCOPY	None	1.5214296907740101	1.521252888498735
6rde	2019-04-12	ELECTRON MICROSCOPY	None	1.5185326424659156	1.518781585410168
6iol	2018-10-30	ELECTRON MICROSCOPY	None	1.5232536364492943	1.5233092544063471
6qjq	2019-01-24	ELECTRON MICROSCOPY	None	1.5366912424612857	1.5357159477010187
6jlu	2019-03-06	ELECTRON MICROSCOPY	None	1.518788415525095	1.5190033471424926
6dmr	2018-06-05	ELECTRON MICROSCOPY	None	1.5208044252441522	1.520701549247116
6hbl	2018-08-10	ELECTRON MICROSCOPY	None	1.5223493519263782	1.52242746456924
6gz3	2018-07-03	ELECTRON MICROSCOPY	None	1.5231902793920074	1.5232029210896094
6oku	2019-04-15	ELECTRON MICROSCOPY	None	1.5203478510211068	1.5202020803352423
3jce	2015-12-01	ELECTRON MICROSCOPY	None	1.517626380510659	1.5175129700094043
6dlz	2018-06-04	ELECTRON MICROSCOPY	None	1.5201783210797526	1.5202359485227228
5gup	2016-08-30	ELECTRON MICROSCOPY	None	1.5183102480345183	1.5182915563847952
6e0c	2018-07-06	ELECTRON MICROSCOPY	None	1.520676688208375	1.5207962039588174
6rao	2019-04-06	ELECTRON MICROSCOPY	None	1.5206489335207745	1.5204919204880278
6rc8	2019-04-11	ELECTRON MICROSCOPY	None	1.52306251269244	1.5231987290951188
5vzl	2017-05-29	ELECTRON MICROSCOPY	None	1.5203278035780146	1.520399036142613
6s13	2019-06-18	ELECTRON MICROSCOPY	None	1.5195268344991966	1.519790168099736
6muw	2018-10-23	ELECTRON MICROSCOPY	None	1.5196939129239249	1.5194603832514442
6rea	2019-04-12	ELECTRON MICROSCOPY	None	1.5212821789718385	1.5214685126598972
6rvr	2019-05-31	ELECTRON MICROSCOPY	None	1.5193093404407616	1.5195849043993181
5gmk	2016-07-14	ELECTRON MICROSCOPY	None	1.5218206814372073	1.5204622034289748
6ot3	2019-05-02	ELECTRON MICROSCOPY	None	1.5188470876067492	1.5189182332745204
6e3y	2018-07-16	ELECTRON MICROSCOPY	None	1.519820648950027	1.5200199199425866
6ofg	2019-03-29	ELECTRON MICROSCOPY	None	1.5194106738543662	1.5194274229304097
6j6g	2019-01-15	ELECTRON MICROSCOPY	None	1.5225531579192677	1.52219050942092
6out	2019-05-05	ELECTRON MICROSCOPY	None	1.5212792089101452	1.521583789360903
6om7	2019-04-18	ELECTRON MICROSCOPY	None	1.5201426876354136	1.5200300094155503
6mtb	2018-10-19	ELECTRON MICROSCOPY	None	1.518515818925722	1.5186199836553125
6q07	2019-08-01	ELECTRON MICROSCOPY	None	1.5103633708458801	1.5101288655987057
6hcr	2018-08-16	ELECTRON MICROSCOPY	None	1.5220349362565027	1.5217845413914413
3j9y	2015-03-23	ELECTRON MICROSCOPY	None	1.5244987078165708	1.5249163248781326
6lat	2019-11-13	ELECTRON MICROSCOPY	None	1.519049996427534	1.5191681251018998
5iyb	2016-03-24	ELECTRON MICROSCOPY	None	1.525603442783468	1.5264124838410293
6a91	2018-07-11	ELECTRON MICROSCOPY	None	1.5205072617304793	1.5205341940065686
3jd2	2016-03-28	ELECTRON MICROSCOPY	None	1.5186241059094063	1.5190059816975063
6mrt	2018-10-15	ELECTRON MICROSCOPY	None	1.5240980682283776	1.524333521408555
3j7o	2014-08-01	ELECTRON MICROSCOPY	None	1.5183997286126418	1.5178209609758853
6p4l	2019-05-28	ELECTRON MICROSCOPY	None	1.519008080528876	1.5192699147531483
5uyl	2017-02-24	ELECTRON MICROSCOPY	None	1.5286852591379345	1.5271713689750197
6j54	2019-01-10	ELECTRON MICROSCOPY	None	1.520653812767312	1.5207538237275728
6i3m	2018-11-06	ELECTRON MICROSCOPY	None	1.5243973423944501	1.5230523959198723
6cx1	2018-04-02	ELECTRON MICROSCOPY	None	1.5205406628436184	1.5206133624590574
6tdx	2019-11-10	ELECTRON MICROSCOPY	None	1.5194272627578869	1.5196427244475357
5m5x	2016-10-23	ELECTRON MICROSCOPY	None	1.5229654258750174	1.5231804057087277
6ram	2019-04-06	ELECTRON MICROSCOPY	None	1.5110456397982366	1.5052453499578184
6owt	2019-05-10	ELECTRON MICROSCOPY	None	1.5233243284389526	1.5233698992677687
6gz5	2018-07-03	ELECTRON MICROSCOPY	None	1.5232301287034782	1.5232449127084076
5gaq	2016-01-05	ELECTRON MICROSCOPY	None	1.5256108879694394	1.5253521265912329
6qn1	2019-02-08	ELECTRON MICROSCOPY	None	1.518931465076952	1.5191812476557491
6aj2	2018-08-26	ELECTRON MICROSCOPY	None	1.5217141040232005	1.5214450102526929
6n7t	2018-11-28	ELECTRON MICROSCOPY	None	1.522059284060491	1.5222824930685306
6qle	2019-01-31	ELECTRON MICROSCOPY	None	1.5229930470453126	1.5230549266611813
5li0	2016-07-13	ELECTRON MICROSCOPY	None	1.5180527650622022	1.518082898453022
3j9z	2015-03-27	ELECTRON MICROSCOPY	None	1.5126746828550945	1.5124978823564776
6hij	2018-08-30	ELECTRON MICROSCOPY	None	1.520652529025608	1.5208180349862541
6b48	2017-09-25	ELECTRON MICROSCOPY	None	1.5216354455096373	1.521918718239426
6rep	2019-04-12	ELECTRON MICROSCOPY	None	1.5183947773803503	1.5185120336734181
6roi	2019-05-13	ELECTRON MICROSCOPY	None	1.5197075853881434	1.519767948724612
6nbf	2018-12-07	ELECTRON MICROSCOPY	None	1.5268290994297864	1.5273302217912994
6r93	2019-04-02	ELECTRON MICROSCOPY	None	1.520902190806619	1.5211356039343185
6u2l	2019-08-20	ELECTRON MICROSCOPY	None	1.5199725382954994	1.5198410658453207
6g19	2018-03-20	ELECTRON MICROSCOPY	None	1.5184473566504897	1.5183953705778102
6u02	2019-08-13	ELECTRON MICROSCOPY	None	1.513547755678182	1.5136328882534098
6p5n	2019-05-30	ELECTRON MICROSCOPY	None	1.5337015718021918	1.5345887819269666
6tdz	2019-11-10	ELECTRON MICROSCOPY	None	1.5192988915803136	1.5194657656084831
6mzy	2018-11-06	ELECTRON MICROSCOPY	None	1.5193073104434573	1.5196742895118125
6q95	2018-12-17	ELECTRON MICROSCOPY	None	nan	1.5278406411147136
6dfh	2018-05-14	ELECTRON MICROSCOPY	None	1.518189690224714	1.5182184009328445
6pep	2019-06-20	ELECTRON MICROSCOPY	None	1.5202287285015355	1.5201900782001125
6b6h	2017-10-02	ELECTRON MICROSCOPY	None	1.519946112972139	1.5199710262725432
6dg7	2018-05-17	ELECTRON MICROSCOPY	None	1.5249291858355773	1.5245616936509059
6pe2	2019-06-19	ELECTRON MICROSCOPY	None	1.5232075308478095	1.523259753544626
6f1z	2017-11-23	ELECTRON MICROSCOPY	None	1.523557674908974	1.5233054757987112
6n8m	2018-11-29	ELECTRON MICROSCOPY	None	1.5206408488185135	1.520574073772774
5nd1	2017-03-07	ELECTRON MICROSCOPY	None	1.5149835164427903	1.519590572720568
5xsy	2017-06-15	ELECTRON MICROSCOPY	None	1.519585597410628	1.5197392059621988
6n8o	2018-11-29	ELECTRON MICROSCOPY	None	1.5203048775216816	1.5202297726020806
5z1l	2017-12-26	ELECTRON MICROSCOPY	None	1.5225497656380587	1.5226588427005034
5afu	2015-01-26	ELECTRON MICROSCOPY	None	1.5306083341209846	1.5314013882859532
6e7c	2018-07-25	ELECTRON MICROSCOPY	None	1.521183096308483	1.5214046372236223
6a6b	2018-06-27	ELECTRON MICROSCOPY	None	1.5210120107897322	1.5209682448314008
6d73	2018-04-23	ELECTRON MICROSCOPY	None	1.5220047606948082	1.521939502970868
5o3o	2017-05-24	ELECTRON MICROSCOPY	None	1.5178857730292705	1.5181231343480368
3j7r	2014-08-01	ELECTRON MICROSCOPY	None	1.5210979515934833	1.5208770308824835
6ody	2019-03-27	ELECTRON MICROSCOPY	None	1.5183242511822836	1.5182206926288113
6nyl	2019-02-11	ELECTRON MICROSCOPY	None	1.5200282763549746	1.5200324594193773
6b3q	2017-09-22	ELECTRON MICROSCOPY	None	1.5221279133586163	1.522078370680931
6mzi	2018-11-05	ELECTRON MICROSCOPY	None	1.5178963389555693	1.5178260590689359
6hd1	2018-08-17	ELECTRON MICROSCOPY	None	1.518214099037968	1.517923376534236
5xym	2017-07-09	ELECTRON MICROSCOPY	None	1.5304429347211104	1.5310059895620096
6fyy	2018-03-12	ELECTRON MICROSCOPY	None	1.5289247719114378	1.5301237097737237
6o2p	2019-02-24	ELECTRON MICROSCOPY	None	1.534369447748481	1.5351191310241261
5zji	2018-03-20	ELECTRON MICROSCOPY	None	1.5212954133871526	1.5215161571368259
6ku9	2019-08-31	ELECTRON MICROSCOPY	None	1.5216731027926245	1.5215101949353487
6osk	2019-05-01	ELECTRON MICROSCOPY	None	1.5191092042893766	1.5193651756423474
5xtc	2017-06-19	ELECTRON MICROSCOPY	None	1.5136746522966573	1.5136122144201154
6oab	2019-03-15	ELECTRON MICROSCOPY	None	1.5231149099733656	1.523017697768418
6o0y	2019-02-17	ELECTRON MICROSCOPY	None	1.5213447889988179	1.521326412511149
5syg	2016-08-11	ELECTRON MICROSCOPY	None	1.5234074853871467	1.522054521649347
6o81	2019-03-08	ELECTRON MICROSCOPY	None	1.5232314992075988	1.5232997166394613
6oit	2019-04-09	ELECTRON MICROSCOPY	None	1.5231074780392968	1.5232346391815088
6k7h	2019-06-07	ELECTRON MICROSCOPY	None	1.5207212258895815	1.5207857428686977
6enf	2017-10-04	ELECTRON MICROSCOPY	None	1.5229607113984158	1.5230339739289303
6cu7	2018-03-23	ELECTRON MICROSCOPY	None	1.5198642928132438	1.5205328079319327
6jo6	2019-03-20	ELECTRON MICROSCOPY	None	1.5224750775383746	1.5227942469679554
6e2f	2018-07-11	ELECTRON MICROSCOPY	None	1.5174972716679138	1.5172415614607138
6iok	2018-10-30	ELECTRON MICROSCOPY	None	1.5226723223850076	1.5227992974526698
6hup	2018-10-09	ELECTRON MICROSCOPY	None	1.5185350188388702	1.5185250061359943
6ree	2019-04-12	ELECTRON MICROSCOPY	None	1.5216079280129797	1.5217689521579214
6gh5	2018-05-04	ELECTRON MICROSCOPY	None	1.521683632698082	1.5248693737036494
6dzp	2018-07-05	ELECTRON MICROSCOPY	None	1.5172368749361902	1.5173765498763814
5uja	2017-01-17	ELECTRON MICROSCOPY	None	1.5330577080296521	1.5331565761067407
6p4h	2019-05-27	ELECTRON MICROSCOPY	None	1.5327936148524477	1.533664332607892
6j6k	2019-01-15	ELECTRON MICROSCOPY	None	1.5214875706865667	1.521829256470455
5ojs	2017-07-24	ELECTRON MICROSCOPY	None	1.5224593447391566	1.5221148619672578
6sj7	2019-08-12	ELECTRON MICROSCOPY	None	1.5186452754426154	1.5186656167771586
3j5p	2013-10-28	ELECTRON MICROSCOPY	None	1.5238057060028645	1.5235190333426538
6osa	2019-05-01	ELECTRON MICROSCOPY	None	1.5211836528419715	1.521435532838765
6qp6	2019-02-13	ELECTRON MICROSCOPY	None	1.5207710526448803	1.5207529874264707
6bfu	2017-10-27	ELECTRON MICROSCOPY	None	1.5173337893246588	1.5169762174631536
6e32	2018-07-13	ELECTRON MICROSCOPY	None	1.5176956335863978	1.5178288990025055
6raf	2019-04-06	ELECTRON MICROSCOPY	None	1.5253552750354036	1.5251629241149032
6dcq	2018-05-08	ELECTRON MICROSCOPY	None	1.5210960321494196	1.521051727918437
6rdl	2019-04-12	ELECTRON MICROSCOPY	None	1.521192146142541	1.5213198488683068
5k0z	2016-05-17	ELECTRON MICROSCOPY	None	1.5180387868818357	1.5181291234459735
6rbn	2019-04-11	ELECTRON MICROSCOPY	None	1.5213952668045438	1.5212702681605355
5a1a	2015-04-29	ELECTRON MICROSCOPY	None	1.5242644941602177	1.5247286935097857
6b46	2017-09-25	ELECTRON MICROSCOPY	None	1.5215665130841103	1.521634662130436
6rqf	2019-05-15	ELECTRON MICROSCOPY	None	1.5217144645731349	1.5218038321142706
4v92	2014-03-21	ELECTRON MICROSCOPY	None	1.5315952713070964	1.5299444364548545
6peq	2019-06-20	ELECTRON MICROSCOPY	None	1.521498088931581	1.521708230479046
6caa	2018-01-29	ELECTRON MICROSCOPY	None	1.519937323828959	1.5196638435861076
6acw	2018-07-27	ELECTRON MICROSCOPY	None	1.520808293114668	1.5198331802116443
6fkf	2018-01-24	ELECTRON MICROSCOPY	None	1.5196527597624239	1.5202012238770455
6c6l	2018-01-19	ELECTRON MICROSCOPY	None	1.520904134100416	1.5209899410552707
6qt0	2019-02-22	ELECTRON MICROSCOPY	None	1.5184109750451509	1.51854936124931
6rw6	2019-06-04	ELECTRON MICROSCOPY	None	1.5172163771739575	1.51727347326191
6rdn	2019-04-12	ELECTRON MICROSCOPY	None	1.5190117186957277	1.519258803944975
6qi8	2019-01-18	ELECTRON MICROSCOPY	None	1.5224122275159397	1.5224700743217243
6bob	2017-11-18	ELECTRON MICROSCOPY	None	1.5193886675358033	1.5191840597898754
6kiv	2019-07-20	ELECTRON MICROSCOPY	None	1.5215468877972234	1.5217869300826194
6sl0	2019-08-16	ELECTRON MICROSCOPY	None	1.518935575826474	1.519172192484289
5apn	2015-09-17	ELECTRON MICROSCOPY	None	1.5243545945864199	1.5240559419557456
6u5t	2019-08-28	ELECTRON MICROSCOPY	None	1.5167865036322958	1.5172663387401795
6qs7	2019-02-20	ELECTRON MICROSCOPY	None	1.5193620467713067	1.519856426365086
6se0	2019-07-29	ELECTRON MICROSCOPY	None	1.5204921722357871	1.520488705282264
6g72	2018-04-04	ELECTRON MICROSCOPY	None	1.518056201142338	1.51802556495844
6ri7	2019-04-23	ELECTRON MICROSCOPY	None	1.5169474830966447	1.5173590758720301
6hiw	2018-08-31	ELECTRON MICROSCOPY	None	1.5237049108358058	1.5240243435191894
5mc6	2016-11-09	ELECTRON MICROSCOPY	None	1.5293452619609693	1.529608266376464
6nr2	2019-01-22	ELECTRON MICROSCOPY	None	1.5216928259172424	1.5221022398458948
6gyo	2018-06-30	ELECTRON MICROSCOPY	None	1.5192689207407886	1.5194058007942488
6spg	2019-09-01	ELECTRON MICROSCOPY	None	1.5200907515592825	1.5201998624953603
6nn3	2019-01-14	ELECTRON MICROSCOPY	None	1.5214634156956341	1.5213474468303931
6o0h	2019-02-16	ELECTRON MICROSCOPY	None	1.5197553861953643	1.5200594398725311
6dnh	2018-06-06	ELECTRON MICROSCOPY	None	1.5193284092246684	1.5192581468439
5jlf	2016-04-27	ELECTRON MICROSCOPY	None	1.5247560236198427	1.5248007400306707
3j8a	2014-10-08	ELECTRON MICROSCOPY	None	1.5248798184199708	1.5248241036839953
6dbj	2018-05-03	ELECTRON MICROSCOPY	None	1.5229749640279975	1.5231673477581618
3j9x	2015-03-21	ELECTRON MICROSCOPY	None	1.5091469032497462	1.5092217223993063
6ebk	2018-08-06	ELECTRON MICROSCOPY	None	1.5181573293332908	1.5187464956210803
6acd	2018-07-26	ELECTRON MICROSCOPY	None	1.5207775275087745	1.5207201477003685
5lk8	2016-07-21	ELECTRON MICROSCOPY	None	1.5222771913953455	1.5225938071784233
6os9	2019-05-01	ELECTRON MICROSCOPY	None	1.5195718284219222	1.5196699279111514
5lwi	2016-09-16	ELECTRON MICROSCOPY	None	1.5246626423061969	1.5245029999062085
6nzu	2019-02-14	ELECTRON MICROSCOPY	None	1.5189341941287566	1.5191873176123003
6o0x	2019-02-17	ELECTRON MICROSCOPY	None	1.5213429812027115	1.5214801747482296
5m32	2016-10-14	ELECTRON MICROSCOPY	None	1.5212453393364336	1.5211076216044788
6bcx	2017-10-20	ELECTRON MICROSCOPY	None	1.529577118707433	1.5302885536976563
6imm	2018-10-23	ELECTRON MICROSCOPY	None	1.5196271582423981	1.5195371066834833
2n1f	2015-04-01	SOLID-STATE NMR	None	1.5244517646036642	1.5246848898349747
6b45	2017-09-25	ELECTRON MICROSCOPY	None	1.5219815368098686	1.5220745755179605
6ffc	2018-01-06	ELECTRON MICROSCOPY	None	1.5215950896645933	1.5217808565154232
6v6b	2019-12-04	ELECTRON MICROSCOPY	None	1.5207343533022732	1.5210182315384875
6cru	2018-03-19	ELECTRON MICROSCOPY	None	1.5193700243798507	1.519410316710201
6qnt	2019-02-12	ELECTRON MICROSCOPY	None	1.5223707938228392	1.5220391302695762
6u5u	2019-08-28	ELECTRON MICROSCOPY	None	1.5170146545572354	1.51735204500896
6rb9	2019-04-09	ELECTRON MICROSCOPY	None	1.519639014521664	1.5194030422401794
6cmx	2018-03-06	ELECTRON MICROSCOPY	None	1.5212684641560785	1.5213365010182969
6ces	2018-02-12	ELECTRON MICROSCOPY	None	1.5227931823621605	1.5224998130053031
6aj3	2018-08-26	ELECTRON MICROSCOPY	None	1.5193657518974715	1.519308667809243
6i2k	2018-11-01	ELECTRON MICROSCOPY	None	1.5191777521917105	1.5193601787171613
3jb9	2015-08-09	ELECTRON MICROSCOPY	None	1.525587952556372	1.5265179751889166
6cbe	2018-02-02	ELECTRON MICROSCOPY	None	1.5189831218237275	1.519170445858695
5wfe	2017-07-11	ELECTRON MICROSCOPY	None	1.5214555151006615	1.5218960664081111
5bk4	2017-09-12	ELECTRON MICROSCOPY	None	1.5213086757124243	1.5212238678712182
6jpf	2019-03-26	ELECTRON MICROSCOPY	None	1.5222345650887856	1.5224335430230402
6gkm	2018-05-21	ELECTRON MICROSCOPY	None	1.5200196102045929	1.5201354695422138
6qz0	2019-03-10	ELECTRON MICROSCOPY	None	1.5180263896518729	1.5174791486624686
5nwy	2017-05-08	ELECTRON MICROSCOPY	None	1.5196915054444922	1.5213767486652525
6rbk	2019-04-10	ELECTRON MICROSCOPY	None	1.522042054616464	1.5211435059337306
6rld	2019-05-02	ELECTRON MICROSCOPY	None	1.521704484334387	1.5216333786653722
6id0	2018-09-07	ELECTRON MICROSCOPY	None	1.5234806182532643	1.523397201072326
6ad0	2018-07-28	ELECTRON MICROSCOPY	None	1.5183880669497434	1.5184082857439132
6ihb	2018-09-29	ELECTRON MICROSCOPY	None	1.5207036583772133	1.5205237320275418
6ifu	2018-09-21	ELECTRON MICROSCOPY	None	1.5187100504941624	1.5189665896263211
6v00	2019-11-16	ELECTRON MICROSCOPY	None	1.5214016457379178	1.5217703792480872
6f1v	2017-11-23	ELECTRON MICROSCOPY	None	1.5165507517308898	1.5166639362190701
5fmg	2015-11-04	ELECTRON MICROSCOPY	None	1.5167175313668977	1.5167854640636147
6ssx	2019-09-09	ELECTRON MICROSCOPY	None	1.519379903063084	1.5193749062414192
5an8	2015-09-04	ELECTRON MICROSCOPY	None	1.520829285711286	1.5207279085149583
6a70	2018-06-29	ELECTRON MICROSCOPY	None	1.5209862333836726	1.5208822705279232
5zgh	2018-03-09	ELECTRON MICROSCOPY	None	1.519901353698964	1.5199973887194949
6nyj	2019-02-11	ELECTRON MICROSCOPY	None	1.5201717137479274	1.5202417189432877
6ahd	2018-08-17	ELECTRON MICROSCOPY	None	1.5214226313893464	1.5222726847199484
6gk3	2018-05-18	ELECTRON MICROSCOPY	None	1.519232523776549	1.5184227729480795
6av9	2017-09-01	ELECTRON MICROSCOPY	None	1.5186034218389148	1.5187773098994046
5uyq	2017-02-24	ELECTRON MICROSCOPY	None	1.5277902795871543	1.5280594421052347
6rt0	2019-05-22	ELECTRON MICROSCOPY	None	1.5212602407094722	1.5211897612887182
5uq7	2017-02-07	ELECTRON MICROSCOPY	None	nan	1.5179585082371685
6nq0	2019-01-18	ELECTRON MICROSCOPY	None	1.5208770366524338	1.5207320744535737
6h6f	2018-07-27	ELECTRON MICROSCOPY	None	1.5122988894189027	1.5123077049839102
5w3s	2017-06-08	ELECTRON MICROSCOPY	None	1.522716963561402	1.5224510712958188
6bcq	2017-10-20	ELECTRON MICROSCOPY	None	1.5207914930635205	1.5207414563940034
6cv9	2018-03-27	ELECTRON MICROSCOPY	None	1.52208892671236	1.522177123771708
6tz1	2019-08-09	ELECTRON MICROSCOPY	None	1.5216345826360924	1.5216457365122034
6sef	2019-07-29	ELECTRON MICROSCOPY	None	1.5208406707903286	1.5210028745621027
5w3j	2017-06-07	ELECTRON MICROSCOPY	None	1.5226523590053131	1.5230160075100292
3jak	2015-06-16	ELECTRON MICROSCOPY	None	1.5257699501339337	1.5252616181465657
6crr	2018-03-19	ELECTRON MICROSCOPY	None	1.5195851256501574	1.5197042149801763
5ooc	2017-08-07	ELECTRON MICROSCOPY	None	1.5113931280931878	1.511025928049707
6qd8	2019-01-01	ELECTRON MICROSCOPY	None	1.5201467385265153	1.5200975479559025
6r6b	2019-03-26	ELECTRON MICROSCOPY	None	1.5208145188179403	1.520651455408367
5vku	2017-04-24	ELECTRON MICROSCOPY	None	1.523040601956103	1.5231409580709816
6ayf	2017-09-08	ELECTRON MICROSCOPY	None	1.5233245260092243	1.5235553971975153
6p25	2019-05-21	ELECTRON MICROSCOPY	None	1.5227750964398	1.5227586020356751
6t59	2019-10-15	ELECTRON MICROSCOPY	None	1.517102236065703	1.5173016634480987
3jc2	2015-11-15	ELECTRON MICROSCOPY	None	1.5325867899281576	1.533418905239679
6opc	2019-04-24	ELECTRON MICROSCOPY	None	1.524281272414465	1.5241659388321334
6baj	2017-10-13	ELECTRON MICROSCOPY	None	1.5217746571081985	1.5217967148339975
6n9w	2018-12-04	ELECTRON MICROSCOPY	None	1.522740410777828	1.523060430535546
6o06	2019-02-15	ELECTRON MICROSCOPY	None	1.4960643057766863	1.4955000059916919
5m3f	2016-10-14	ELECTRON MICROSCOPY	None	1.5213146352365465	1.521143084081544
6nwa	2019-02-06	ELECTRON MICROSCOPY	None	1.5212932200776366	1.521585274168996
6rvx	2019-06-03	ELECTRON MICROSCOPY	None	1.5219045165734681	1.5220349457356792
6pw5	2019-07-22	ELECTRON MICROSCOPY	None	1.5186622774684897	1.5186688307983265
5nd8	2017-03-07	ELECTRON MICROSCOPY	None	1.5185977573478489	1.5185510834270621
6o6r	2019-03-07	ELECTRON MICROSCOPY	None	1.5209335189606612	1.520638708322117
6cij	2018-02-24	ELECTRON MICROSCOPY	None	1.5227182131544628	1.5229438359384664
6ha8	2018-08-07	ELECTRON MICROSCOPY	None	1.520043358346038	1.5202530353544699
6exn	2017-11-08	ELECTRON MICROSCOPY	None	1.5232651323677546	1.522486735502139
6n23	2018-11-12	ELECTRON MICROSCOPY	None	1.51914117513859	1.5192923725719123
5wpq	2017-08-07	ELECTRON MICROSCOPY	None	1.5224487820605117	1.5221965715987023
5zeb	2018-02-27	ELECTRON MICROSCOPY	None	1.5190191162427094	1.5198995742656012
6qm6	2019-02-01	ELECTRON MICROSCOPY	None	1.5219113966295272	1.5220519912914563
6v5v	2019-12-04	ELECTRON MICROSCOPY	None	1.5219712929798492	1.5220297212828489
6co7	2018-03-12	ELECTRON MICROSCOPY	None	1.532656942207841	1.5326226815182247
6jqm	2019-03-31	ELECTRON MICROSCOPY	None	1.5215114434145662	1.5217605079024503
6nj9	2019-01-02	ELECTRON MICROSCOPY	None	1.5185310355203323	1.5185863020039347
6okk	2019-04-13	ELECTRON MICROSCOPY	None	1.5257546905173696	1.5260257720792674
6rax	2019-04-08	ELECTRON MICROSCOPY	None	nan	1.5182058027456824
6nf6	2018-12-18	ELECTRON MICROSCOPY	None	1.522448234320123	1.522188051563399
3jcz	2016-03-27	ELECTRON MICROSCOPY	None	1.5185659362509174	1.5187906991029991
6ppu	2019-07-08	ELECTRON MICROSCOPY	None	1.521720804145162	1.5211211303849084
6adt	2018-08-02	ELECTRON MICROSCOPY	None	1.5199214747440475	1.5199487669980112
6o1l	2019-02-20	ELECTRON MICROSCOPY	None	1.5205683130405443	1.5204131868757513
6dw1	2018-06-26	ELECTRON MICROSCOPY	None	1.5213322372756068	1.521326443792848
6e1n	2018-07-10	ELECTRON MICROSCOPY	None	1.5172870153345372	1.5178711654074049
6bcj	2017-10-20	ELECTRON MICROSCOPY	None	1.5207199302146908	1.520831041858039
6nzk	2019-02-13	ELECTRON MICROSCOPY	None	1.508818395732424	1.5092271508293962
5ju8	2016-05-10	ELECTRON MICROSCOPY	None	1.5260635426551181	1.5260372439629553
6pv8	2019-07-19	ELECTRON MICROSCOPY	None	1.5232474304969177	1.522877493372053
6rqh	2019-05-15	ELECTRON MICROSCOPY	None	1.520485462947866	1.520374422862008
6ore	2019-04-30	ELECTRON MICROSCOPY	None	1.5185859668162813	1.5187424254279984
6ijo	2018-10-10	ELECTRON MICROSCOPY	None	1.5189218595705876	1.519230672897287
6itc	2018-11-21	ELECTRON MICROSCOPY	None	1.5179641908850092	1.5184277831803823
6mp6	2018-10-05	ELECTRON MICROSCOPY	None	1.5203305876404694	1.5202875483010045
6sky	2019-08-16	ELECTRON MICROSCOPY	None	1.5194657817299124	1.5197036163199882
6huj	2018-10-08	ELECTRON MICROSCOPY	None	1.521917344836589	1.5219716380168236
5wdt	2017-07-06	ELECTRON MICROSCOPY	None	1.5305499186934572	1.5308666893872702
6jcr	2019-01-30	ELECTRON MICROSCOPY	None	1.5196378921345575	1.5195561728134193
5nd9	2017-03-07	ELECTRON MICROSCOPY	None	1.51774526708617	1.5177990009974052
5fwk	2016-02-17	ELECTRON MICROSCOPY	None	nan	1.5071976831465326
5u0a	2016-11-23	ELECTRON MICROSCOPY	None	1.518059725032709	1.5178567276672212
6d03	2018-04-10	ELECTRON MICROSCOPY	None	1.5209152285905048	1.5210410723189116
6ny3	2019-02-10	ELECTRON MICROSCOPY	None	1.5205708243188711	1.5205243547373701
5vy4	2017-05-24	ELECTRON MICROSCOPY	None	1.5197478833027056	1.5201201503059192
5xy3	2017-07-06	ELECTRON MICROSCOPY	None	1.5295055505514463	1.5303222276313888
6sjb	2019-08-13	ELECTRON MICROSCOPY	None	1.5234918210414174	1.5237080874376547
6q6i	2018-12-11	ELECTRON MICROSCOPY	None	1.519921666372285	1.5200708973763766
6ew0	2017-11-03	ELECTRON MICROSCOPY	None	1.52019574413226	1.5203263079801492
5ot7	2017-08-21	ELECTRON MICROSCOPY	None	nan	1.5263949594617026
6mux	2018-10-23	ELECTRON MICROSCOPY	None	1.519668340282039	1.5195179231704043
5uvn	2017-02-20	ELECTRON MICROSCOPY	None	1.5171503852536092	1.51728676302802
6reb	2019-04-12	ELECTRON MICROSCOPY	None	1.518562504971525	1.5187969314005465
6p46	2019-05-26	ELECTRON MICROSCOPY	None	1.5205065299541525	1.5204105866839397
