model	date	method	resolution	distance_mean	distance_median
1i88FH_A	2001-03-12	x-ray diffraction	1.45	1.522213977251423	1.5222608777174096
2vuvFH_A	2008-05-30	x-ray diffraction	1.3	1.5195360363102923	1.5196441870781032
2bi0FH_A	2005-01-20	x-ray diffraction	1.9	1.5284878675965945	1.5280604457166285
3oqvFH_A	2010-09-04	x-ray diffraction	1.9	1.52544804628269	1.5250314461342187
2qiwFH_A	2007-07-05	x-ray diffraction	1.8	1.5250576911161071	1.526009988603077
2fn3FH_A	2006-01-10	x-ray diffraction	1.0	1.5211319103875522	1.5220872674531438
1jltFH_B	2001-07-16	x-ray diffraction	1.4	1.5225562726540738	1.5217762085403002
2r5uFH_D	2007-09-04	x-ray diffraction	1.9	1.5308638024705772	1.5315456955088076
2ibnFH_A	2006-09-11	x-ray diffraction	1.5	1.5293917061320552	1.5291563359224836
2wqrFH_A	2009-08-26	x-ray diffraction	1.9	1.5225705772917244	1.5230554251110582
2g45FH_D	2006-02-21	x-ray diffraction	1.99	1.5245947489344922	1.5252020884028306
2aq5FH_A	2005-08-17	x-ray diffraction	1.75	1.5234123315226489	1.5238428345603783
1xodFH_A	2004-10-06	x-ray diffraction	1.15	nan	1.5035894257859508
2reeFH_A	2007-09-26	x-ray diffraction	1.95	1.5287351270633067	1.5292293221306652
3f17FH_A	2008-10-27	x-ray diffraction	1.1	1.5241170348158133	1.5236466680246907
3gw9FH_C	2009-03-31	x-ray diffraction	1.87	1.5278127874157321	1.5282791082105343
1yifFH_A	2005-01-11	x-ray diffraction	1.8	1.5261784364758995	1.5265287259331695
1w0uFH_A	2004-06-11	x-ray diffraction	1.8	1.52530651817166	1.5252325368282993
2hekFH_B	2006-06-21	x-ray diffraction	2.0	1.5289053298371735	1.528962036465168
2atbFH_A	2005-08-24	x-ray diffraction	1.6	1.523314969446332	1.5226495854299489
2wzbFH_A	2009-11-27	x-ray diffraction	1.47	1.5273463059291381	1.5279217198158141
3d9yFH_A	2008-05-28	x-ray diffraction	1.65	1.527263053599227	1.5282564943276833
2qo4FH_A	2007-07-20	x-ray diffraction	1.5	1.5238735127123189	1.5226888794295732
3bduFH_E	2007-11-15	x-ray diffraction	1.9	1.5221853682544582	1.5230726202514269
1i8oFH_A	2001-03-15	x-ray diffraction	1.15	1.5192541398789403	1.5185270073921904
1jljFH_A	2001-07-16	x-ray diffraction	1.6	1.5240316466140829	1.5235144254720485
1m3sFH_B	2002-06-28	x-ray diffraction	1.95	1.5286413623329071	1.5279663853131102
1vkfFH_C	2004-05-13	x-ray diffraction	1.65	1.5245219221547355	1.5252533237388135
2vhaFH_B	2007-11-20	x-ray diffraction	1.0	nan	1.5212135700029343
3f1pFH_B	2008-10-28	x-ray diffraction	1.17	1.520820348711029	1.5208482159920722
3ajdFH_A	2010-06-01	x-ray diffraction	1.27	1.5249538592981493	1.5251921854626964
3i1uFH_A	2009-06-28	x-ray diffraction	1.39	1.5282527013884686	1.528185372118894
1jdhFH_A	2001-06-13	x-ray diffraction	1.9	1.5265745204763799	1.526851714067389
3lqyFH_A	2010-02-10	x-ray diffraction	1.75	1.5252320104777508	1.524175182369309
1qt9FH_A	1999-07-01	x-ray diffraction	1.3	1.520751731462292	1.5193838113498512
2yb1FH_A	2011-02-25	x-ray diffraction	1.9	1.527453086695298	1.5277436615149727
2i1nFH_A	2006-08-14	x-ray diffraction	1.85	1.5266974482726174	1.526311712188841
2i8tFH_B	2006-09-03	x-ray diffraction	1.3	1.5242959347948093	1.524781615603144
2fmaFH_A	2006-01-08	x-ray diffraction	0.85	1.519759558789145	1.5185059680930704
3hrxFH_A	2009-06-10	x-ray diffraction	1.85	1.5247988082485169	1.5254461434078652
3f6cFH_B	2008-11-05	x-ray diffraction	1.45	1.5261143203656076	1.5265536859941986
3pf2FH_A	2010-10-27	x-ray diffraction	1.7	1.524769511918	1.5250065456966844
2a15FH_A	2005-06-17	x-ray diffraction	1.68	1.5270128103618346	1.528463450618111
2xxlFH_B	2010-11-10	x-ray diffraction	1.8	1.5271187702868279	1.5272011171660238
1m40FH_A	2002-07-01	x-ray diffraction	0.85	1.5243861098823603	1.5254657041513542
2jenFH_A	2007-01-18	x-ray diffraction	1.4	1.5181253773160914	1.5178608209426265
1jatFH_A	2001-05-31	x-ray diffraction	1.6	1.5261372772240678	1.5268728800760014
3ingFH_A	2009-08-12	x-ray diffraction	1.95	1.523779068386289	1.5242165569137702
1u6rFH_B	2004-07-30	x-ray diffraction	1.65	1.5249279626711751	1.5254303782465164
1x8dFH_C	2004-08-18	x-ray diffraction	1.8	1.5258885391101364	1.5256483144275348
3oa2FH_C	2010-08-04	x-ray diffraction	1.5	1.525192726829795	1.525915414323666
3ltjFH_A	2010-02-16	x-ray diffraction	1.8	1.525992022419837	1.525679425696043
3cbwFH_B	2008-02-23	x-ray diffraction	1.27	1.5254562956980762	1.5256589422613598
3ehgFH_A	2008-09-12	x-ray diffraction	1.74	1.5278545147121865	1.5288047954233497
2z6oFH_A	2007-08-06	x-ray diffraction	1.6	1.5252847308440527	1.5258752934704045
3b5mFH_B	2007-10-26	x-ray diffraction	1.21	1.5213782483655465	1.5222016772718794
3i5rFH_A	2009-07-06	x-ray diffraction	1.7	1.5222624168887051	1.5218958083293166
3ckkFH_A	2008-03-16	x-ray diffraction	1.55	1.5270932611594639	1.5271525746377401
3f4sFH_A	2008-11-02	x-ray diffraction	1.55	1.5266346879729369	1.5272109013542348
2osxFH_A	2007-02-06	x-ray diffraction	1.1	1.5213525540082555	1.5212288346812126
3ndoFH_A	2010-06-07	x-ray diffraction	1.25	1.5161846871638756	1.51554608799205
2zdrFH_A	2007-11-27	x-ray diffraction	1.85	1.524789944259686	1.5251361482400574
3nsxFH_B	2010-07-02	x-ray diffraction	1.57	1.5244997870572476	1.5248087078530512
3itfFH_B	2009-08-28	x-ray diffraction	1.45	1.5258240459396792	1.5260203119906406
1gtvFH_A	2002-01-21	x-ray diffraction	1.55	1.5238340327534607	1.5243433478135584
1md6FH_A	2002-08-07	x-ray diffraction	1.6	1.523603824158907	1.5238749868603156
2rgqFH_B	2007-10-04	x-ray diffraction	1.8	1.5247555382289115	1.524828319439328
2q0tFH_C	2007-05-22	x-ray diffraction	1.7	1.5332599690585964	1.5324479350572493
2rilFH_A	2007-10-11	x-ray diffraction	1.26	1.5218393307747946	1.520839237653699
3o66FH_A	2010-07-28	x-ray diffraction	1.86	1.529620002313399	1.5297178198605141
3nzzFH_A	2010-07-18	x-ray diffraction	1.65	1.5296775907796087	1.5295871983688036
1u84FH_A	2004-08-04	x-ray diffraction	1.6	1.5287195940977363	1.5286750732379573
2fu4FH_A	2006-01-26	x-ray diffraction	1.8	1.5271414392140463	1.5271417643226082
3gqvFH_A	2009-03-24	x-ray diffraction	1.74	1.5283492005763344	1.5278903033947997
2c9wFH_A	2005-12-14	x-ray diffraction	1.9	1.5248376965809967	1.525842029720261
2vtcFH_B	2008-05-14	x-ray diffraction	1.6	1.5296698633874963	1.5292179883820283
1yrkFH_A	2005-02-03	x-ray diffraction	1.7	1.5241532356719003	1.524397944344086
2dlbFH_A	2006-04-18	x-ray diffraction	1.2	1.5211509888860721	1.5228205653569236
3f5lFH_B	2008-11-04	x-ray diffraction	1.37	1.5265731098311552	1.526481118862328
3cxkFH_A	2008-04-24	x-ray diffraction	1.7	1.5184298924700483	1.5182272511613217
1n0wFH_A	2002-10-15	x-ray diffraction	1.7	1.5235982759538738	1.5238047380587483
3eggFH_D	2008-09-10	x-ray diffraction	1.85	1.52866086485578	1.5289031911138276
1r9dFH_A	2003-10-28	x-ray diffraction	1.8	1.52630114088354	1.5264423526973117
2gc6FH_A	2006-03-13	x-ray diffraction	1.9	1.5279890062959387	1.528454872657043
2bmeFH_B	2005-03-13	x-ray diffraction	1.57	1.5246444947672155	1.525238289827808
1g57FH_A	2000-10-30	x-ray diffraction	1.4	1.5292083428172354	1.53039697663133
1uvqFH_A	2004-01-22	x-ray diffraction	1.8	1.5233077542395561	1.5240025246580835
3k2zFH_A	2009-09-30	x-ray diffraction	1.37	1.5228744736645599	1.5234462835748572
1hztFH_A	2001-01-26	x-ray diffraction	1.45	1.5251738831638924	1.5253935858459906
2e11FH_B	2006-10-17	x-ray diffraction	1.73	1.5244057798105002	1.5244036810471118
2ogxFH_A	2007-01-09	x-ray diffraction	1.6	1.521448964885561	1.5211372270053813
3i98FH_E	2009-07-10	x-ray diffraction	1.85	1.5246762543285184	1.525467203891474
3m8oFH_L	2010-03-18	x-ray diffraction	1.55	1.521497236779469	1.520947826075086
3k12FH_F	2009-09-25	x-ray diffraction	1.49	1.5241002750306467	1.5251562108350636
3mvsFH_A	2010-05-04	x-ray diffraction	1.1	1.5219961691987351	1.522281793152728
3ec9FH_B	2008-08-29	x-ray diffraction	1.6	1.526709972358731	1.5271052181522442
1mpgFH_B	1997-10-28	x-ray diffraction	1.8	1.5278964390925374	1.527784474736163
2yvtFH_A	2007-04-15	x-ray diffraction	1.6	1.525319207693956	1.5253779239860572
3lssFH_A	2010-02-12	x-ray diffraction	1.95	1.5270457067165537	1.5275295508412072
2vxqFH_A	2008-07-08	x-ray diffraction	1.9	1.5222074456357186	1.5220943564718863
3lsnFH_A	2010-02-12	x-ray diffraction	1.35	1.526584246296245	1.5273787533903196
3dxzFH_A	2008-07-25	x-ray diffraction	1.58	1.5260871990335299	1.526624308622269
1gq1FH_A	2001-11-19	x-ray diffraction	1.4	1.5198643764677873	1.519844292081572
3p32FH_A	2010-10-04	x-ray diffraction	1.9	1.5311231176890825	1.5314069471425888
1qwkFH_A	2003-09-02	x-ray diffraction	1.6	1.525537713650939	1.5255559368474483
1kqpFH_A	2002-01-07	x-ray diffraction	1.03	1.5192887326495486	1.5193064157763976
3g9aFH_B	2009-02-13	x-ray diffraction	1.61	1.5221922412392477	1.5221199144636195
3labFH_A	2010-01-06	x-ray diffraction	1.84	1.5328934841419641	1.5317509448119766
1egwFH_B	2000-02-17	x-ray diffraction	1.5	1.5246760139848783	1.5236869464993918
3le4FH_A	2010-01-14	x-ray diffraction	1.7	1.5239616277519636	1.5248189053734218
3ckmFH_A	2008-03-16	x-ray diffraction	1.35	1.524424069707623	1.5240643829607126
3p9xFH_A	2010-10-18	x-ray diffraction	1.9	1.527107247422051	1.5281268317029182
2d5mFH_A	2005-11-02	x-ray diffraction	1.05	1.5200218449350742	1.5211320129529142
3na5FH_A	2010-06-01	x-ray diffraction	1.7	1.5293685153270349	1.5293715822512386
2c2iFH_B	2005-09-29	x-ray diffraction	1.8	1.5277130497720108	1.526909928263459
3f3xFH_A	2008-10-31	x-ray diffraction	1.9	nan	1.525390008950417
3c97FH_A	2008-02-15	x-ray diffraction	1.7	1.5272715207627	1.5260473420772402
2xedFH_A	2010-05-13	x-ray diffraction	1.95	1.5274959379480775	1.527554702991637
1a2yFH_A	1998-01-13	x-ray diffraction	1.5	1.5364295097612475	1.5377464906202156
3bptFH_A	2007-12-19	x-ray diffraction	1.5	1.5288870929790177	1.5291685050481183
2ooaFH_A	2007-01-25	x-ray diffraction	1.56	1.526651688353738	1.5268456616806303
3cfcFH_H	2008-03-03	x-ray diffraction	1.7	1.5219143410378282	1.5219985069647999
3cc8FH_A	2008-02-25	x-ray diffraction	1.64	1.5268623713832856	1.5273553217895106
2w59FH_A	2008-12-08	x-ray diffraction	1.75	1.5232562811136714	1.5231126415834295
1bf6FH_A	1998-05-27	x-ray diffraction	1.7	1.5295333054749563	1.529692025189837
1gpiFH_A	2001-11-05	x-ray diffraction	1.32	1.5218448939255487	1.52100690577528
1xiwFH_A	2004-09-22	x-ray diffraction	1.9	1.523704601524275	1.5239290049595537
3dgbFH_A	2008-06-13	x-ray diffraction	1.7	1.524516973314292	1.525022891836499
3pzyFH_A	2010-12-14	x-ray diffraction	1.8	1.5276521407186032	1.5275194888131458
2pieFH_A	2007-04-13	x-ray diffraction	1.35	1.5229545564148352	1.5234653578940711
2b5hFH_A	2005-09-28	x-ray diffraction	1.5	1.5184587988784648	1.517435265870512
2wolFH_A	2009-07-27	x-ray diffraction	1.45	1.5267257775648495	1.5271632873616738
2qe8FH_A	2007-06-25	x-ray diffraction	1.35	1.5196230634823893	1.5186773779014813
1w0pFH_A	2004-06-09	x-ray diffraction	1.6	1.5233908479436369	1.523774347965667
1nogFH_A	2003-01-16	x-ray diffraction	1.55	1.5248208035366673	1.5253419925358342
1ok0FH_A	2003-07-16	x-ray diffraction	0.93	1.5174923786729193	1.5177758552981768
3gadFH_F	2009-02-17	x-ray diffraction	1.8	1.5256528470734358	1.5265764372202097
2x8jFH_C	2010-03-09	x-ray diffraction	1.56	1.525882990771605	1.5267033994669523
3q62FH_B	2010-12-30	x-ray diffraction	1.4	1.5235606332829412	1.522958072113149
3m6zFH_A	2010-03-16	x-ray diffraction	1.4	1.5255920918861565	1.5262665518124292
2wfcFH_C	2009-04-03	x-ray diffraction	1.75	1.525573543589524	1.525113191815461
3gshFH_A	2009-03-27	x-ray diffraction	1.8	1.5298854836599582	1.5294476732958213
3o2tFH_A	2010-07-22	x-ray diffraction	1.4	1.5274072431257653	1.5270505990561185
2pptFH_B	2007-04-30	x-ray diffraction	1.92	1.528809452517577	1.5283274872042243
3dlqFH_I	2008-06-28	x-ray diffraction	1.9	1.526638120360952	1.5267748909082117
3ab6FH_A	2009-12-01	x-ray diffraction	1.78	1.5241881947556382	1.5252068353999588
2qvgFH_A	2007-08-08	x-ray diffraction	1.5	1.523561792950958	1.524790561900165
3qyfFH_A	2011-03-03	x-ray diffraction	1.9	1.5254587037781238	1.5257909581435944
1zx6FH_A	2005-06-07	x-ray diffraction	1.6	1.5267974200795926	1.5266460847968233
2fb5FH_A	2005-12-08	x-ray diffraction	1.99	1.52879255466548	1.5296003357694747
2xfdFH_A	2010-05-21	x-ray diffraction	1.19	1.516637411881224	1.5161938218593942
2fhzFH_B	2005-12-27	x-ray diffraction	1.15	1.52344003775491	1.5236046980072342
1e5kFH_A	2000-07-27	x-ray diffraction	1.35	1.5195604330606765	1.5197378078801171
2ri7FH_A	2007-10-10	x-ray diffraction	1.45	1.5244510287881095	1.525305705047514
3hixFH_A	2009-05-20	x-ray diffraction	1.92	1.522909836499303	1.5240111401983156
3k2aFH_A	2009-09-29	x-ray diffraction	1.95	1.5309842975032286	1.531115067656335
2qb7FH_A	2007-06-16	x-ray diffraction	1.6	1.5254803293573045	1.5252859095007403
1tawFH_B	1996-12-19	x-ray diffraction	1.8	1.5241343871235904	1.5233449901312917
1neyFH_A	2002-12-12	x-ray diffraction	1.2	1.5235100539414574	1.523994679757578
3it3FH_B	2009-08-27	x-ray diffraction	1.5	1.5248451311345221	1.5249025065092723
2j5zFH_C	2006-09-21	x-ray diffraction	1.73	1.5243493509560402	1.524946282143081
3p7yFH_A	2010-10-13	x-ray diffraction	1.2	1.525873738674867	1.5256803644739183
2x4dFH_A	2010-01-29	x-ray diffraction	1.92	1.5288572418766142	1.5292335603292684
2ba2FH_C	2005-10-13	x-ray diffraction	1.8	1.5247134684318993	1.5249272652613077
1v8hFH_A	2004-01-09	x-ray diffraction	1.2	1.521384347322154	1.5206472026981332
1tu7FH_B	2004-06-24	x-ray diffraction	1.5	1.52274919613869	1.5224102487719646
3fgeFH_A	2008-12-05	x-ray diffraction	1.74	1.5221583660908982	1.5240834576959819
2fdvFH_A	2005-12-14	x-ray diffraction	1.65	1.5292967071829155	1.5294529873731826
3ievFH_A	2009-07-23	x-ray diffraction	1.9	1.5288286591892934	1.529530101193468
1uc4FH_A	2003-04-08	x-ray diffraction	1.8	1.526917190822833	1.5272324692766692
2w7nFH_A	2008-12-23	x-ray diffraction	1.85	1.527335239073468	1.527109590032925
2booFH_A	2005-04-13	x-ray diffraction	1.8	1.526694867425245	1.527643281434162
2wlrFH_A	2009-06-25	x-ray diffraction	1.45	1.5235823110519413	1.52397965789762
3k8dFH_A	2009-10-14	x-ray diffraction	1.9	1.526925123624788	1.5266051171966017
3m7kFH_A	2010-03-16	x-ray diffraction	1.92	1.5282141293939981	1.5278678439598554
3dy0FH_A	2008-07-25	x-ray diffraction	1.55	nan	1.5234513465358057
2zwnFH_A	2008-12-17	x-ray diffraction	1.7	1.5251240958345647	1.5245985035665386
2acfFH_D	2005-07-18	x-ray diffraction	1.4	1.5188394628821935	1.5176720622600268
1i2tFH_A	2001-02-12	x-ray diffraction	1.04	1.5213600316602736	1.5208984201144666
1xm3FH_A	2004-10-01	x-ray diffraction	1.8	1.524889004597347	1.525386890152216
3ibwFH_A	2009-07-17	x-ray diffraction	1.93	1.526751835328638	1.526582221784589
1iqzFH_A	2001-08-30	x-ray diffraction	0.92	1.5255416581381953	1.52477546991284
2ozfFH_A	2007-02-26	x-ray diffraction	1.5	1.5216900199762164	1.5217860423038378
1d5tFH_A	1999-10-11	x-ray diffraction	1.04	1.5214571108638153	1.5212177682964183
1icpFH_A	2001-04-02	x-ray diffraction	1.9	1.5256638641253437	1.5260589442691845
3fv3FH_G	2009-01-15	x-ray diffraction	1.85	1.5253147476682798	1.5251624649792974
1yxmFH_B	2005-02-22	x-ray diffraction	1.9	1.5246628334514063	1.5250045572383821
1utiFH_A	2003-12-09	x-ray diffraction	1.5	1.5244632332931742	1.523955768709309
1m6jFH_B	2002-07-16	x-ray diffraction	1.5	1.5229424861932368	1.5245941562833165
3o70FH_A	2010-07-29	x-ray diffraction	1.85	1.5294824622731036	1.5292070551080073
2dejFH_A	2006-02-10	x-ray diffraction	1.5	1.5241587412001267	1.524729256112325
1w2wFH_F	2004-07-09	x-ray diffraction	1.75	1.5258840584407782	1.526539779913364
2rffFH_A	2007-09-28	x-ray diffraction	1.4	1.5257334278064434	1.5257401645092692
2bz6FH_H	2005-08-11	x-ray diffraction	1.6	1.5240978382389765	1.5230611774476142
2p2wFH_A	2007-03-07	x-ray diffraction	1.9	1.5276824734931458	1.5270177430666472
3c1aFH_B	2008-01-22	x-ray diffraction	1.85	1.5260648418113252	1.5247688353669602
1qadFH_A	1999-02-26	x-ray diffraction	1.8	1.5225339938501354	1.5226601814294065
1yzlFH_A	2005-02-28	x-ray diffraction	1.85	1.52724189645616	1.5272121762993538
3pd2FH_B	2010-10-22	x-ray diffraction	1.86	1.5232489703975804	1.5231597486888047
3lm3FH_A	2010-01-29	x-ray diffraction	1.44	1.5240127448985128	1.5243917572821362
2oqeFH_B	2007-01-31	x-ray diffraction	1.6	1.5245733435640716	1.5251266828764487
2qf4FH_B	2007-06-26	x-ray diffraction	1.2	1.5188535593012888	1.5188764816857316
1snyFH_A	2004-03-12	x-ray diffraction	1.75	1.5240571753166663	1.524478562117106
2prvFH_A	2007-05-04	x-ray diffraction	1.3	1.5242725616428476	1.524891413697164
1rdqFH_E	2003-11-05	x-ray diffraction	1.26	1.5224987414455025	1.5230488889953326
3ipcFH_A	2009-08-17	x-ray diffraction	1.3	1.5249578164097275	1.525599845527308
1ii5FH_A	2001-04-20	x-ray diffraction	1.6	1.5266569838263921	1.5273510102666048
2qhpFH_A	2007-07-02	x-ray diffraction	1.8	1.530705564739712	1.5320136456442666
1z6oFH_D	2005-03-22	x-ray diffraction	1.91	1.527811242526795	1.5276355238922648
2wf6FH_A	2009-04-03	x-ray diffraction	1.4	1.5315038354758075	1.5315351030393305
1j0pFH_A	2002-11-19	x-ray diffraction	0.91	1.5209996348221604	1.5205152080051971
2r7hFH_A	2007-09-07	x-ray diffraction	1.85	1.5293862701797911	1.530850220557177
1urnFH_C	1995-01-04	x-ray diffraction	1.92	1.5276849949662366	1.5285645669369563
2gqwFH_A	2006-04-22	x-ray diffraction	1.4	1.525177624030911	1.5252816909138598
3a9bFH_A	2009-10-22	x-ray diffraction	1.2	1.5264943930780588	1.5269196763293809
3dskFH_A	2008-07-12	x-ray diffraction	1.55	1.5288760065691107	1.5287038427774142
1y6xFH_A	2004-12-07	x-ray diffraction	1.25	1.527636261327473	1.5271831544662549
1me4FH_A	2002-08-07	x-ray diffraction	1.2	1.5263027771792606	1.5269591108521587
3gvfFH_A	2009-03-30	x-ray diffraction	1.75	1.5264274323402975	1.5266609046593262
3clsFH_C	2008-03-20	x-ray diffraction	1.65	1.5246830338964517	1.524468518589798
2gh0FH_B	2006-03-24	x-ray diffraction	1.92	1.5249150972239227	1.525629622787667
3dlcFH_A	2008-06-27	x-ray diffraction	1.15	1.5215903004561189	1.5210160836053501
2zezFH_B	2007-12-18	x-ray diffraction	1.9	1.5239688155534217	1.524207332960248
3ef4FH_A	2008-09-08	x-ray diffraction	1.18	1.5189760070568472	1.5196950042166053
1g55FH_A	2000-10-30	x-ray diffraction	1.8	1.5268124921262303	1.5267944902556898
3plwFH_A	2010-11-15	x-ray diffraction	1.4	1.526741601340441	1.5267885936642323
3delFH_B	2008-06-10	x-ray diffraction	1.92	1.5325259047177335	1.5329744445052584
2c5aFH_B	2005-10-26	x-ray diffraction	1.4	nan	1.522764658239412
2pr7FH_B	2007-05-03	x-ray diffraction	1.44	1.5245203269132508	1.5238642447625241
3l9cFH_B	2010-01-05	x-ray diffraction	1.6	1.5248760358303444	1.5250290611531176
3ff5FH_B	2008-12-01	x-ray diffraction	1.8	1.5289686591912621	1.5296977147886675
3pctFH_B	2010-10-21	x-ray diffraction	1.85	1.526912835529291	1.5269419928978063
3ag7FH_A	2010-03-24	x-ray diffraction	1.8	1.5266705977595438	1.526834958504353
3h3nFH_X	2009-04-16	x-ray diffraction	1.73	1.5250628717262515	1.5254425662226532
1mlwFH_A	2002-08-31	x-ray diffraction	1.71	1.5252204360687471	1.5254505668433012
3m91FH_C	2010-03-19	x-ray diffraction	1.8	1.5305544371785484	1.5309585040069886
3kgrFH_A	2009-10-29	x-ray diffraction	1.8	1.5266015862817468	1.5262214386391695
3k3cFH_D	2009-10-02	x-ray diffraction	1.62	1.524179563998057	1.52507826899639
2j97FH_A	2006-11-03	x-ray diffraction	1.75	1.523414940836787	1.5234064948041723
3fd7FH_B	2008-11-25	x-ray diffraction	1.53	1.5220486440163887	1.522492564681519
2odeFH_D	2006-12-22	x-ray diffraction	1.9	1.5316041955232005	1.5317057257143112
3e49FH_A	2008-08-11	x-ray diffraction	1.75	1.523973272719923	1.5236615889882017
1q0qFH_A	2003-07-17	x-ray diffraction	1.9	1.5283741185976965	1.5284901844071763
3bh4FH_A	2007-11-28	x-ray diffraction	1.4	1.5231265049374558	1.5236568283471985
2xioFH_A	2010-06-30	x-ray diffraction	1.19	1.5226030474971897	1.5234718735929431
2wj9FH_B	2009-05-25	x-ray diffraction	1.62	1.5329458834685346	1.5328455725065673
2cxkFH_E	2005-06-30	x-ray diffraction	1.85	1.5231799462528313	1.5230791640762484
2xeuFH_A	2010-05-18	x-ray diffraction	1.5	1.5261882261338728	1.5272893821908062
3op4FH_A	2010-08-31	x-ray diffraction	1.6	1.5235147981227841	1.52325865434676
1othFH_A	1998-10-06	x-ray diffraction	1.85	1.5242457032099592	1.5241072872032024
3d1pFH_A	2008-05-06	x-ray diffraction	0.98	1.5246726507709876	1.5245215031464068
1uwcFH_A	2004-02-03	x-ray diffraction	1.08	1.5396467885775091	1.5397352274145857
2eh6FH_A	2007-03-05	x-ray diffraction	1.9	1.524861374642756	1.5249198313946817
3hhtFH_B	2009-05-17	x-ray diffraction	1.16	1.5234502542549633	1.5241295500441465
1dlfFH_L	1998-07-14	x-ray diffraction	1.45	1.5267898005981313	1.5251972014150998
2gouFH_A	2006-04-14	x-ray diffraction	1.4	1.5229749916208923	1.5238231078387066
3igxFH_B	2009-07-29	x-ray diffraction	1.85	1.5298378595872264	1.52963278644466
3gagFH_B	2009-02-17	x-ray diffraction	1.7	1.5253945883596516	1.5271578722579486
1lr0FH_A	2002-05-14	x-ray diffraction	1.91	1.5223449828373852	1.5225443989256546
1v0aFH_A	2004-03-25	x-ray diffraction	1.98	1.5262471300777798	1.5265838858006888
1lwdFH_B	2002-05-31	x-ray diffraction	1.85	1.5248857238030387	1.525486792413742
2pjsFH_B	2007-04-16	x-ray diffraction	1.85	1.5237626206890897	1.5243422327528133
1uufFH_A	2003-12-18	x-ray diffraction	1.76	nan	1.5239813927907904
2q0sFH_G	2007-05-22	x-ray diffraction	1.5	1.5214577693255624	1.5201540436746925
2v3zFH_A	2007-06-25	x-ray diffraction	1.56	1.5238530165138249	1.5248986445787682
2jbaFH_B	2006-12-05	x-ray diffraction	1.45	1.5239794980236183	1.5248530958270263
2dt8FH_A	2006-07-11	x-ray diffraction	1.48	1.5285518409406593	1.528362515612073
2e3hFH_A	2006-11-26	x-ray diffraction	1.45	1.5224262204715855	1.5224857790632444
2xswFH_A	2010-09-30	x-ray diffraction	1.9	1.5252756793122149	1.5259466347127857
1yuzFH_B	2005-02-14	x-ray diffraction	1.4	1.5239365769231874	1.5241522022496683
3a57FH_A	2009-08-03	x-ray diffraction	1.5	1.5192213923518025	1.5194437891489325
1osyFH_B	2003-03-20	x-ray diffraction	1.7	1.523177905766376	1.521475548212388
3g7wFH_A	2009-02-11	x-ray diffraction	1.75	1.5270907666351496	1.5271528628226303
16pkFH_A	1998-05-18	x-ray diffraction	1.6	1.5253244498017213	1.5251521999471351
1j34FH_B	2003-01-20	x-ray diffraction	1.55	1.5244226813813713	1.5242759275152913
3geuFH_D	2009-02-26	x-ray diffraction	1.9	1.5290846994524527	1.52912591304564
2iaxFH_A	2006-09-08	x-ray diffraction	1.1	1.5203909533114028	1.5206760261390244
2x18FH_E	2009-12-22	x-ray diffraction	1.46	1.5233385257142558	1.5223861547448756
3l9fFH_D	2010-01-05	x-ray diffraction	1.8	1.5249994873946484	1.524879777476711
1g3kFH_B	2000-10-24	x-ray diffraction	1.9	1.5257211691889374	1.5249115452536899
3hfqFH_A	2009-05-12	x-ray diffraction	1.96	1.523793366039682	1.5243017107575598
1wddFH_S	2004-05-13	x-ray diffraction	1.35	1.5242271300054602	1.5236185463743688
2qfaFH_B	2007-06-27	x-ray diffraction	1.4	1.5256769376433987	1.5264200594037898
1hd2FH_A	2000-11-06	x-ray diffraction	1.5	1.5189546192545087	1.518706478055076
2vwsFH_C	2008-06-26	x-ray diffraction	1.39	1.522863273216198	1.5218892715381833
1tp5FH_A	2004-06-15	x-ray diffraction	1.54	1.5210056054193943	1.520899925026729
3d06FH_A	2008-05-01	x-ray diffraction	1.2	1.5227146397258235	1.5235022273769703
3c8oFH_A	2008-02-12	x-ray diffraction	1.9	1.526446300412658	1.527145393828214
2bekFH_D	2004-11-25	x-ray diffraction	1.8	nan	1.5244876688505662
3kgyFH_B	2009-10-29	x-ray diffraction	1.5	1.521851046334532	1.5216199594232018
2vnkFH_C	2008-02-05	x-ray diffraction	1.93	1.5254597094135725	1.525306755634711
3ld3FH_A	2010-01-12	x-ray diffraction	1.75	1.5256875066901838	1.5259960589413268
1wvqFH_A	2004-12-24	x-ray diffraction	1.45	1.523864532467189	1.5243293539193141
3k69FH_A	2009-10-08	x-ray diffraction	1.95	1.5298376397855267	1.528851904022248
1rypFH_J	1997-02-26	x-ray diffraction	1.9	1.5164440767174032	1.516141929442524
1zb9FH_A	2005-04-07	x-ray diffraction	1.8	1.520578520314771	1.5209794603594775
3qatFH_B	2011-01-11	x-ray diffraction	1.6	1.5268814689530414	1.5268455206997584
3ff9FH_B	2008-12-02	x-ray diffraction	1.8	1.5227536241063473	1.5233687245347414
3hxdFH_A	2009-06-20	x-ray diffraction	1.95	1.5308170745419576	1.5309869058691623
3e96FH_B	2008-08-21	x-ray diffraction	1.8	1.525315864883646	1.5255162833668408
2wutFH_A	2009-10-09	x-ray diffraction	1.85	1.5240445475453994	1.523603515173344
3pozFH_A	2010-11-23	x-ray diffraction	1.5	1.5268837649707152	1.5271661048596763
1fyeFH_A	2000-09-29	x-ray diffraction	1.2	1.5217607141160883	1.5223763173176126
